PRODUCTO,CANTIDAD,ENTRADA/SALIDA,CONCEPTO,DOCUMENTO,STATUS,CADENA,FECHA DE ENVIO/RECEPCION,GRUPO,COSTO UNIT,MES,A¥O
"GLOBO METALICO NUMERO 9 DE 16""",1800,ENTRADA,COMPRA,P03972,STOCK,CENTRO,06/03/2024,FIESTA,2.5,3,2024
PORTACALIENTE DE ACERO 26 CM,390,ENTRADA,COMPRA,P03977,STOCK,NORDITALIA,19/03/2024,COCINA,11.18,3,2024
JABON LIQUIDO 500 ML VARIOS AROMAS,22000,ENTRADA,COMPRA,P03978,STOCK,FAHIM FARAH,06/03/2024,OTROS,11,3,2024
MARCO 30X75 PLANA 2,560,ENTRADA,COMPRA,P03828,STOCK,BELLO,06/03/2024,MARCOS,14.73,2,2024
MARCO 5X7 PLANA 3,120,ENTRADA,COMPRA,P03780,STOCK,BELLO,06/03/2024,MARCOS,11.42,2,2024
DONA,160,ENTRADA,COMPRA,P03832,STOCK,PEDRO DEL REY,07/03/2024,ORTOPEDIA,36.11,2,2024
DONA ML,100,ENTRADA,COMPRA,P03832,STOCK,PEDRO DEL REY,07/03/2024,MERCADO LIBRE,36.11,2,2024
CAJA 20 PZAS MICROFIBRA 3B,1000,ENTRADA,COMPRA,P03996,STOCK,CECILIA FARAH,07/03/2024,AUTOS,271,3,2024
CUCHARON ACERO JA,13000,ENTRADA,COMPRA,P03979,STOCK,PEONIA DE SAN LUIS,11/03/2024,UTENSILIOS,5.6,3,2024
VOLTEADOR RANURADO ACERO,20000,ENTRADA,COMPRA,P03979,STOCK,PEONIA DE SAN LUIS,11/03/2024,UTENSILIOS,5.6,3,2024
GERMAN BOWL 16 CM,22812,ENTRADA,COMPRA,P03979,STOCK,PEONIA DE SAN LUIS,11/03/2024,COCINA,5.59,3,2024
TENEDOR ACERO,102000,ENTRADA,COMPRA,P03979,STOCK,PEONIA DE SAN LUIS,11/03/2024,UTENSILIOS,1.08,3,2024
CUCHARA ACERO DE SERVICIO 30CM,12000,ENTRADA,COMPRA,P03979,STOCK,PEONIA DE SAN LUIS,11/03/2024,UTENSILIOS,4.79,3,2024
CUCHARA SOPERA ACERO,102000,ENTRADA,COMPRA,P03979,STOCK,PEONIA DE SAN LUIS,11/03/2024,UTENSILIOS,1.08,3,2024
CUCHARA POSTRERA,97200,ENTRADA,COMPRA,P03979,STOCK,PEONIA DE SAN LUIS,11/03/2024,UTENSILIOS,1.08,3,2024
LENTE DE SOL HOMBRE,768,ENTRADA,COMPRA,P03984,STOCK,CENTRO LENTE,09/03/2024,LENTE,10.5,3,2024
LENTE DE SOL MUJER,400,ENTRADA,COMPRA,P03984,STOCK,CENTRO LENTE,09/03/2024,LENTE,10.5,3,2024
MACOPAN 30X40,600,ENTRADA,COMPRA,P03985,STOCK,PEDRO SOTELO,08/03/2024,RESPALDOS,2.89,3,2024
RESPALDO 6X8 A 3 CM,500,ENTRADA,COMPRA,P03986,STOCK,CRISTIAN ARTURO BARCENAS,23/03/2024,RESPALDOS,8.83,3,2024
CODERA,300,ENTRADA,COMPRA,P03987,STOCK,CENTRO,12/03/2024,ORTOPEDIA,17,3,2024
MARCO 30X75 PLANA 2,880,ENTRADA,COMPRA,P03991,STOCK,BELLO,05/04/2024,MARCOS,14.73,3,2024
TAZON ACERO 18,16560,ENTRADA,COMPRA,P03993,STOCK,PEONIA DE SAN LUIS,11/03/2024,COCINA,7.3,3,2024
CUCHARA ACERO DE SERVICIO 30CM,720,ENTRADA,COMPRA,P03993,STOCK,PEONIA DE SAN LUIS,11/03/2024,UTENSILIOS,4.79,3,2024
PINZA PARA ROPA 30 PZAS,2300,ENTRADA,COMPRA,P03765,STOCK,NORDITALIA,08/03/2024,HOGAR,6.9,2,2024
EXPRIMIDOR,4080,ENTRADA,COMPRA,P03997,STOCK,NORDITALIA,15/03/2024,UTENSILIOS,6,3,2024
EXPRIMIDOR,960,ENTRADA,COMPRA,P03997,STOCK,NORDITALIA,08/03/2024,UTENSILIOS,6,3,2024
MATAMOSCAS PLASTICO,680,ENTRADA,COMPRA,P03918,STOCK,NORDITALIA,08/03/2024,HOGAR,2.25,2,2024
MOLCAJETE,120,ENTRADA,COMPRA,P04003,STOCK,VIRIDIANA,11/03/2024,COCINA,105,3,2024
PINZA DE HIELO,8000,ENTRADA,COMPRA,P04004,STOCK,SERVICIOS INDUSTRIALES,21/03/2024,UTENSILIOS,7,3,2024
JUEGO DE 2 COLADERAS CH Y MD,200,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,02/04/2024,COCINA,7.1,3,2024
MATAMOSCAS PLASTICO,320,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,23/04/2024,HOGAR,2.25,3,2024
PINZA PARA ROPA 30 PZAS,1754,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,26/04/2024,HOGAR,6.9,3,2024
CESTO CALADO,6283,ENTRADA,COMPRA,P04006,STOCK,PEONIA DE SAN LUIS,15/03/2024,LIMPIEZA,8.2,3,2024
EXPRIMIDOR,480,ENTRADA,COMPRA,P04007,STOCK,NORDITALIA,26/03/2024,UTENSILIOS,6,3,2024
ENCENDEDOR RIGIDO,40000,ENTRADA,COMPRA,P04008,STOCK,VILCHES,04/04/2024,COCINA,6.47,3,2024
PINZA DE PAN,1200,ENTRADA,COMPRA,P04011,STOCK,CENTRO,12/03/2024,UTENSILIOS,7.08,3,2024
BOMBA PARA INFLAR 10-9030,150,ENTRADA,COMPRA,P04011,STOCK,CENTRO,12/03/2024,BICICLETAS,58.5,3,2024
MINI BOMBA AIRE PLASTICO,100,ENTRADA,COMPRA,P04011,STOCK,CENTRO,12/03/2024,BICICLETAS,52,3,2024
MINI BOMBA AIRE ALUMINIO,100,ENTRADA,COMPRA,P04011,STOCK,CENTRO,12/03/2024,BICICLETAS,52,3,2024
GABINETE CHOCOLATE 30X40,600,ENTRADA,COMPRA,P04012,STOCK,MANZANARES,10/04/2024,HOGAR,26,3,2024
VELA CHISPERA INSUMO,8000,ENTRADA,COMPRA,P04013,STOCK,CENTRO,15/03/2024,FIESTA,2.75,3,2024
"CUCHILLO DE COCINA MANGO MADERA 7""",1920,ENTRADA,COMPRA,P04014,STOCK,CENTRO,14/03/2024,UTENSILIOS,7.482717542,3,2024
CONTENEDOR D - LT1B059,10000,ENTRADA,COMPRA,P04015,STOCK,VACA,23/03/2024,CONTENEDORES,5.1,3,2024
TENEDOR 2 PUNTAS EXTRA LARGO,200,ENTRADA,COMPRA,P04016,STOCK,NORDITALIA,22/03/2024,UTENSILIOS,16.59,3,2024
"GLOBO METALICO NUMERO 0 DE 16""",1100,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 1 DE 16""",2100,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 2 DE 16""",1400,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 3 DE 16""",1900,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 4 DE 16""",1400,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 5 DE 16""",1200,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 6 DE 16""",1400,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 7 DE 16""",800,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 8 DE 16""",1800,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 9 DE 16""",1000,ENTRADA,COMPRA,P04017,STOCK,CENTRO,14/03/2024,FIESTA,2.5,3,2024
ANDADERA INFANTIL,20,ENTRADA,COMPRA,P04018,STOCK,JORGE ZARAGOZA,27/04/2024,MERCADO LIBRE,300,3,2024
MICROFIBRA 40X40 VARIOS MODELOS DECORATIVA,4800,ENTRADA,COMPRA,P04022,STOCK,CECILIA FARAH,03/04/2024,LIMPIEZA,5.2,3,2024
VELA MAGICA NUMERO 0,600,ENTRADA,COMPRA,P04024,STOCK,CENTRO,14/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 1,4200,ENTRADA,COMPRA,P04024,STOCK,CENTRO,14/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 2,2600,ENTRADA,COMPRA,P04024,STOCK,CENTRO,14/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 3,2200,ENTRADA,COMPRA,P04024,STOCK,CENTRO,14/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 4,300,ENTRADA,COMPRA,P04024,STOCK,CENTRO,14/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 5,1800,ENTRADA,COMPRA,P04024,STOCK,CENTRO,15/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 6,1500,ENTRADA,COMPRA,P04024,STOCK,CENTRO,15/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 7,600,ENTRADA,COMPRA,P04024,STOCK,CENTRO,15/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 8,1200,ENTRADA,COMPRA,P04024,STOCK,CENTRO,15/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 9,800,ENTRADA,COMPRA,P04024,STOCK,CENTRO,15/03/2024,FIESTA,4.2,3,2024
LENTE SENCILLO DE 2.00,3000,ENTRADA,COMPRA,P04025,STOCK,CENTRO LENTE,12/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 1.25,600,ENTRADA,COMPRA,P04025,STOCK,CENTRO LENTE,12/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 2.75,1800,ENTRADA,COMPRA,P04025,STOCK,CENTRO LENTE,12/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 2.50,600,ENTRADA,COMPRA,P04025,STOCK,CENTRO LENTE,12/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 3.00,2000,ENTRADA,COMPRA,P04025,STOCK,CENTRO LENTE,12/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 3.50,1000,ENTRADA,COMPRA,P04025,STOCK,CENTRO LENTE,12/03/2024,LENTE,7,3,2024
MATAMOSCAS PLASTICO,2680,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,12/03/2024,HOGAR,2.25,3,2024
MULETAS JGO 2 PZAS,132,ENTRADA,COMPRA,P04027,STOCK,SUPERCONFORT,14/03/2024,ORTOPEDIA,240.87,3,2024
COMPRESA BOLSA PARA AGUA,150,ENTRADA,COMPRA,P04027,STOCK,SUPERCONFORT,14/03/2024,ORTOPEDIA,78.75,3,2024
SILLA DE RUEDAS IMPORTADA,30,ENTRADA,COMPRA,P04027,STOCK,SUPERCONFORT,14/03/2024,ORTOPEDIA,999,3,2024
CUBREBOCAS KN 95,2000,ENTRADA,COMPRA,P04028,STOCK,CENTRO,14/03/2024,ORTOPEDIA,2.75,3,2024
CUBREBOCAS KF 94,2500,ENTRADA,COMPRA,P04028,STOCK,CENTRO,12/03/2024,ORTOPEDIA,2,3,2024
CUBREBOCAS TRICAPA INFANTIL AZUL,5000,ENTRADA,COMPRA,P04028,STOCK,CENTRO,12/03/2024,ORTOPEDIA,0.58,3,2024
CABESTRILLO GRANDE,180,ENTRADA,COMPRA,P04029,STOCK,PEDRO DEL REY,20/03/2024,ORTOPEDIA,26,3,2024
CABESTRILLO MEDIANO,200,ENTRADA,COMPRA,P04029,STOCK,PEDRO DEL REY,20/03/2024,ORTOPEDIA,26,3,2024
INMOVILIZADOR,200,ENTRADA,COMPRA,P04030,STOCK,PEDRO DEL REY,25/03/2024,ORTOPEDIA,68,3,2024
DONA,214,ENTRADA,COMPRA,P04032,STOCK,PEDRO DEL REY,11/04/2024,ORTOPEDIA,36.11,3,2024
COMODO BLANCO,22,ENTRADA,COMPRA,P04033,STOCK,JORGE ZARAGOZA,16/04/2024,ORTOPEDIA,195,3,2024
SILLA ORTOPEDICA PARA DUCHA,18,ENTRADA,COMPRA,P04033,STOCK,JORGE ZARAGOZA,16/04/2024,ORTOPEDIA,200,3,2024
RODILLO,2000,ENTRADA,COMPRA,P04039,STOCK,MARTIN SANCHEZ,21/03/2024,COCINA,17,3,2024
"CUCHILLO DE COCINA MANGO MADERA 7""",7680,ENTRADA,COMPRA,P04014,STOCK,CENTRO,12/03/2024,UTENSILIOS,7.482717542,3,2024
VELA MAGICA NUMERO 0,1400,ENTRADA,COMPRA,P04024,STOCK,CENTRO,15/03/2024,FIESTA,4.2,3,2024
MOLCAJETE,120,ENTRADA,COMPRA,P04041,STOCK,VIRIDIANA,21/03/2024,COCINA,105,3,2024
PINZA DE HIELO,1000,ENTRADA,COMPRA,P04042,STOCK,NORDITALIA,28/03/2024,UTENSILIOS,7,3,2024
BASTON ALEMAN GRIS,700,ENTRADA,COMPRA,P04043,STOCK,MONTOYA,27/03/2024,ORTOPEDIA,30,3,2024
CUCHARA LISA NYLON,1700,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,03/04/2024,UTENSILIOS,4.6,3,2024
CUCHARA PARA SPAGHETTI NYLON,800,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,05/04/2024,UTENSILIOS,4.6,3,2024
CUCHARA RANURADA NYLON,500,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,05/04/2024,UTENSILIOS,4.6,3,2024
CUCHARON NYLON,2000,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,26/04/2024,UTENSILIOS,4.6,3,2024
MACHACADOR NYLON,800,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,09/04/2024,UTENSILIOS,4.6,3,2024
VOLTEADOR RECTO NYLON,520,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,03/04/2024,UTENSILIOS,4.6,3,2024
VOLTEADOR ABANICO NYLON,500,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,09/04/2024,UTENSILIOS,4.6,3,2024
MARCO 4X6 PLANA 2,740,ENTRADA,COMPRA,P03780,STOCK,BELLO,14/03/2024,MARCOS,6.36,2,2024
MARCO 30X40 PLANA 2,160,ENTRADA,COMPRA,P03962,STOCK,BELLO,14/03/2024,MARCOS,9.14,3,2024
CONTENEDOR E  -LT1B028,5628,ENTRADA,COMPRA,P03959,STOCK,VACA,14/03/2024,CONTENEDORES,4.3,3,2024
TAPA R-110,30000,ENTRADA,COMPRA,P03959,STOCK,VACA,14/03/2024,CONTENEDORES,1.1,3,2024
PINZA DE HIELO,11000,ENTRADA,COMPRA,P04042,STOCK,NORDITALIA,15/03/2024,UTENSILIOS,7,3,2024
EXPRIMIDOR,960,ENTRADA,COMPRA,P04007,STOCK,NORDITALIA,15/03/2024,UTENSILIOS,6,3,2024
MATAMOSCAS PLASTICO,2000,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,15/03/2024,HOGAR,2.25,3,2024
CABESTRILLO GRANDE,170,ENTRADA,COMPRA,P04029,STOCK,PEDRO DEL REY,15/03/2024,ORTOPEDIA,26,3,2024
CAJA 20 PZAS MICROFIBRA 3B,1580,ENTRADA,COMPRA,P04060,STOCK,CECILIA FARAH,14/03/2024,AUTOS,271,3,2024
CAJA 20 PZAS MICROFIBRA 3B,650,ENTRADA,COMPRA,P04060,STOCK,CECILIA FARAH,14/03/2024,AUTOS,271,3,2024
CONTENEDOR D - LT1B059,10000,ENTRADA,COMPRA,P04015,STOCK,VACA,15/03/2024,CONTENEDORES,5.1,3,2024
VELA CHISPERA INSUMO,2000,ENTRADA,COMPRA,P04013,STOCK,CENTRO,28/03/2024,FIESTA,2.75,3,2024
MARCO 21.5X28 PLANA 2,500,ENTRADA,COMPRA,P04048,STOCK,BELLO,05/04/2024,MARCOS,8.08,3,2024
MARCO 30X40 PLANA 2,400,ENTRADA,COMPRA,P04048,STOCK,BELLO,05/04/2024,MARCOS,9.14,3,2024
MARCO 25X25 PLANA 2,400,ENTRADA,COMPRA,P04048,STOCK,BELLO,05/04/2024,MARCOS,8.82,3,2024
MARCO 20X20 PLANA 2,300,ENTRADA,COMPRA,P04048,STOCK,BELLO,05/04/2024,MARCOS,7.83,3,2024
MARCO 30X30 PLANA 2,200,ENTRADA,COMPRA,P04048,STOCK,BELLO,05/04/2024,MARCOS,10.82,3,2024
MARCO 30X75 PLANA 2,1000,ENTRADA,COMPRA,P04049,STOCK,BELLO,17/04/2024,MARCOS,14.73,3,2024
ANDADERA FIJA ESMALTADA,40,ENTRADA,COMPRA,P04050,STOCK,JORGE ZARAGOZA,08/04/2024,ORTOPEDIA,258.5,3,2024
LENTE SENCILLO DE 1.00,1200,ENTRADA,COMPRA,P04051,STOCK,CENTRO LENTE,28/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 1.50,2400,ENTRADA,COMPRA,P04051,STOCK,CENTRO LENTE,28/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 2.50,1200,ENTRADA,COMPRA,P04051,STOCK,CENTRO LENTE,28/03/2024,LENTE,7,3,2024
LENTE SENCILLO DE 3.50,600,ENTRADA,COMPRA,P04051,STOCK,CENTRO LENTE,28/03/2024,LENTE,7,3,2024
LENTE DE PLUMA 1.00,16,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
LENTE DE PLUMA 1.25,16,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
LENTE DE PLUMA 1.50,16,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
LENTE DE PLUMA 1.75,16,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
LENTE DE PLUMA 2.00,16,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
LENTE DE PLUMA 2.25,16,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
LENTE DE PLUMA 2.50,32,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
LENTE DE PLUMA 2.75,16,ENTRADA,COMPRA,P04052,STOCK,CENTRO LENTE,27/03/2024,LENTE,16,3,2024
JALADOR LIMPIAVIDRIOS 24 CM NEGRO,1500,ENTRADA,COMPRA,P04053,STOCK,TREVI¥O,26/03/2024,AUTOS,19.9,3,2024
EXPRIMIDOR,3120,ENTRADA,COMPRA,P04055,STOCK,NORDITALIA,28/03/2024,UTENSILIOS,6,3,2024
VELA MAGICA NUMERO 0,2100,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 1,1700,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 2,1600,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 3,1600,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 4,1500,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 5,1500,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 6,2700,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 7,1200,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 8,1500,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 9,1200,ENTRADA,COMPRA,P04056,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
"GLOBO METALICO NUMERO 0 DE 16""",1000,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 1 DE 16""",3500,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 2 DE 16""",3500,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 3 DE 16""",2000,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 4 DE 16""",2000,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 5 DE 16""",2000,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 6 DE 16""",500,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 7 DE 16""",500,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
"GLOBO METALICO NUMERO 9 DE 16""",3000,ENTRADA,COMPRA,P04057,STOCK,CENTRO,22/03/2024,FIESTA,2.5,3,2024
BASTON 4 APOYOS GRIS,129,ENTRADA,COMPRA,P04058,STOCK,JORGE ZARAGOZA,09/04/2024,ORTOPEDIA,93.5,3,2024
CABESTRILLO GRANDE,50,ENTRADA,COMPRA,P04059,STOCK,PEDRO DEL REY,10/04/2024,ORTOPEDIA,26,3,2024
CABESTRILLO MEDIANO,50,ENTRADA,COMPRA,P04059,STOCK,PEDRO DEL REY,10/04/2024,ORTOPEDIA,26,3,2024
BASTON 4 APOYOS GRIS,136,ENTRADA,COMPRA,P03957,STOCK,JORGE ZARAGOZA,19/03/2024,ORTOPEDIA,93.5,3,2024
MARCO 40X45 PLANA 2,50,ENTRADA,COMPRA,P04062,STOCK,BELLO,27/03/2024,MARCOS,11.34,3,2024
RUEDA PORTAMACETA S/FRENO,1500,ENTRADA,COMPRA,P04063,STOCK,BUCHELI,20/04/2024,INSUMOS,11.63,3,2024
RUEDA PORTAMACETA C/FRENO,1500,ENTRADA,COMPRA,P04063,STOCK,BUCHELI,20/04/2024,INSUMOS,12.65,3,2024
JUEGO DE 3 COLADERAS,400,ENTRADA,COMPRA,P04064,STOCK,NORDITALIA,02/04/2024,COCINA,12,3,2024
LENTE DE SOL HOMBRE,450,ENTRADA,COMPRA,P04069,STOCK,CENTRO LENTE,26/03/2024,LENTE,10.5,3,2024
LENTE DE SOL MUJER,730,ENTRADA,COMPRA,P04069,STOCK,CENTRO LENTE,26/03/2024,LENTE,10.5,3,2024
JUEGO DE 2 COLADERAS CH Y MD,5000,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,22/03/2024,COCINA,7.1,3,2024
TABLA CUADRADA 20X30,500,ENTRADA,COMPRA,P04076,STOCK,JUAN CARLOS SAVEEDRA,11/04/2024,COCINA,15.55,3,2024
TABLA CUADRADA 25X30,800,ENTRADA,COMPRA,P04076,STOCK,JUAN CARLOS SAVEEDRA,04/04/2024,COCINA,25.2,3,2024
TABLA PALETA 20X35,120,ENTRADA,COMPRA,P04076,STOCK,JUAN CARLOS SAVEEDRA,22/04/2024,COCINA,19.45,3,2024
TABLA BOTANERA 25X30,9,ENTRADA,COMPRA,P04076,STOCK,JUAN CARLOS SAVEEDRA,22/03/2024,COCINA,25.6,3,2024
CAJA 20 PZAS MICROFIBRA 3B,1500,ENTRADA,COMPRA,P04089,STOCK,CECILIA FARAH,22/03/2024,AUTOS,271,3,2024
EXPRIMIDOR,3600,ENTRADA,COMPRA,P04007,STOCK,NORDITALIA,15/03/2024,UTENSILIOS,6,3,2024
VOLTEADOR RECTO NYLON,280,ENTRADA,COMPRA,P04047,STOCK,NORDITALIA,22/03/2024,UTENSILIOS,4.6,3,2024
MATAMOSCAS PLASTICO,5000,ENTRADA,COMPRA,P04005,STOCK,NORDITALIA,22/03/2024,HOGAR,2.25,3,2024
VELA MAGICA NUMERO 1,2000,ENTRADA,COMPRA,P04087,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 2,2000,ENTRADA,COMPRA,P04087,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 3,1700,ENTRADA,COMPRA,P04087,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 5,300,ENTRADA,COMPRA,P04087,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 7,300,ENTRADA,COMPRA,P04087,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
VELA MAGICA NUMERO 8,300,ENTRADA,COMPRA,P04087,STOCK,CENTRO,22/03/2024,FIESTA,4.2,3,2024
RESPALDO 6X8 A 3 CM,500,ENTRADA,COMPRA,P04081,STOCK,CRISTIAN ARTURO BARCENAS,04/04/2024,RESPALDOS,8.83,3,2024
RESPALDO 6X8 A 4 CM,500,ENTRADA,COMPRA,P04081,STOCK,CRISTIAN ARTURO BARCENAS,04/04/2024,RESPALDOS,8.83,3,2024
PINZA DE HIELO,7000,ENTRADA,COMPRA,P04077,STOCK,NORDITALIA,05/04/2024,UTENSILIOS,7,3,2024
BOLSA REGALO DECORADA GRANDE,60,ENTRADA,COMPRA,P04085,STOCK,CENTRO,26/03/2024,FIESTA,10,3,2024
BOLSA REGALO DECORADA MEDIANA,60,ENTRADA,COMPRA,P04085,STOCK,CENTRO,26/03/2024,FIESTA,8.33,3,2024
BOLSA REGALO DECORADA CHICA,60,ENTRADA,COMPRA,P04085,STOCK,CENTRO,26/03/2024,FIESTA,6.67,3,2024
PALA DE MADERA,360,ENTRADA,COMPRA,P04086,STOCK,CENTRO,13/04/2024,UTENSILIOS,4,3,2024
CUCHARA DE MADERA,240,ENTRADA,COMPRA,P04086,STOCK,CENTRO,13/04/2024,UTENSILIOS,5.5,3,2024
MANTEL TABLON LISO,6300,ENTRADA,COMPRA,P04088,STOCK,CENTRO,26/03/2024,FIESTA,9,3,2024
VELA CHISPERA INSUMO,20000,ENTRADA,COMPRA,P04092,STOCK,CENTRO,27/03/2024,FIESTA,2.75,3,2024
VELA MAGICA 10 PZAS,5000,ENTRADA,COMPRA,P04092,STOCK,CENTRO,27/03/2024,FIESTA,4,3,2024
BANNER FELIZ CUMPLEA¥OS,1400,ENTRADA,COMPRA,P04094,STOCK,CENTRO,08/04/2024,FIESTA,12,3,2024
CORTINA METALICA FIESTA,11000,ENTRADA,COMPRA,P04095,STOCK,CENTRO,27/03/2024,FIESTA,7,3,2024
"GLOBO METALICO NUMERO 1 DE 32""",1500,ENTRADA,COMPRA,P04096,STOCK,CENTRO,01/04/2024,FIESTA,4.8,3,2024
"GLOBO METALICO NUMERO 2 DE 32""",2500,ENTRADA,COMPRA,P04096,STOCK,CENTRO,01/04/2024,FIESTA,4.8,3,2024
"GLOBO METALICO NUMERO 3 DE 32""",1000,ENTRADA,COMPRA,P04096,STOCK,CENTRO,01/04/2024,FIESTA,4.8,3,2024
"GLOBO METALICO NUMERO 4 DE 32""",500,ENTRADA,COMPRA,P04096,STOCK,CENTRO,01/04/2024,FIESTA,4.8,3,2024
